source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_compartment,target_compartment,compartment_pair,direction,nerve_cluster,immune_subtype,nerve_dominant_sample_fraction,nerve_n_contributing_samples,nerve_normalised_entropy,nerve_batch_qc_pass,immune_dominant_sample_fraction,immune_n_contributing_samples,immune_normalised_entropy,immune_batch_qc_pass,batch_qc_pass
nerve_c17,immune_microglia,APP,CD74,3.1327944,0.0,9.204025,1.3441258762380766,2.4314362830977325,0.014630769,0.9655392,0.0573529207219797,7.852454837273199e-07,nerve,immune,immune-nerve,nerve_to_immune,nerve_c17,microglia,0.6072,12.0,0.3472,False,0.0187,44.0,0.9088,True,False
nerve_c20,immune_dendritic,APP,CD74,3.1689935,0.0,8.3493595,1.2141640677126957,1.760527904482995,0.013272188,0.9638806,0.1281814043641293,8.934230959922267e-07,nerve,immune,immune-nerve,nerve_to_immune,nerve_c20,dendritic,0.3415,15.0,0.5197,True,0.0815,25.0,0.7859,True,True
nerve_c9,immune_microglia,APP,CD74,3.1273844,0.0,9.1616745,1.3381302631966858,2.4584286699659503,0.014563449,0.9654624,0.0539230070007465,8.934230959922267e-07,nerve,immune,immune-nerve,nerve_to_immune,nerve_c9,microglia,0.8791,5.0,0.1446,False,0.0187,44.0,0.9088,True,False
nerve_c12,immune_microglia,APP,CD74,3.1203294,0.0,9.106446,1.330310667051429,2.440970945625786,0.014475657,0.9653615,0.0554823359984647,1.0085776392060508e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c12,microglia,0.8072,7.0,0.2013,False,0.0187,44.0,0.9088,True,False
nerve_c5,immune_dendritic,APP,CD74,3.1571002,0.0,8.243028,1.2009821454531782,1.5566420176006643,0.013103163,0.9636568,0.1347033617355268,1.130708838388827e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c5,dendritic,0.226,19.0,0.6259,True,0.0815,25.0,0.7859,True,True
nerve_c2,immune_nk_cell,B2M,KLRD1,3.0709767,0.0,8.1307125,2.842260286430866,1.7120297654998244,0.06741634,0.9634158,0.0022693353916969,1.6889949220869482e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c2,nk_cell,0.25,13.0,0.5666,True,0.0794,26.0,0.7523,True,True
nerve_c2,immune_microglia,APP,CD74,3.0429945,0.0,8.5010605,1.244599184131406,2.375004090869933,0.013513332,0.9641927,0.0651398633892046,1.8460052867229143e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c2,microglia,0.25,13.0,0.5666,True,0.0187,44.0,0.9088,True,True
nerve_c15,immune_dendritic,APP,CD74,3.1435153,0.0,8.121574,1.1859261421845837,1.3796419282295382,0.012910099,0.96339595,0.1410431981814846,1.8460052867229143e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c15,dendritic,0.9903,1.0,0.0149,False,0.0815,25.0,0.7859,True,False
nerve_c4,immune_dendritic,APP,CD74,3.143096,0.0,8.1178255,1.185461147325117,1.5244012529052189,0.01290414,0.96338785,0.1414962885969496,2.009990657447635e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c4,dendritic,0.1409,18.0,0.5987,True,0.0815,25.0,0.7859,True,True
nerve_c19,immune_microglia,APP,CD74,3.031098,0.0,8.407931,1.2314139063829226,2.4578207765231506,0.013365294,0.9640021,0.0542349097793282,2.009990657447635e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c19,microglia,0.9467,4.0,0.054,False,0.0187,44.0,0.9088,True,False
nerve_c3,immune_microglia,APP,CD74,3.015396,0.0,8.285017,1.214009945799695,2.3738795486949944,0.013169908,0.96374565,0.0654511009790791,2.358885317243481e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c3,microglia,0.3912,13.0,0.4608,True,0.0187,44.0,0.9088,True,True
nerve_c6,immune_dendritic,APP,CD74,3.1136904,0.0,7.8549266,1.1528696282982254,1.568784894197197,0.012486234,0.96280277,0.1561247270563552,2.543794334766956e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c6,dendritic,0.2107,18.0,0.6248,True,0.0815,25.0,0.7859,True,True
nerve_c11,immune_microglia,APP,CD74,3.006737,0.0,8.217232,1.2044131690883957,2.422876234299442,0.013062158,0.9636019,0.0589112330372866,2.543794334766956e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c11,microglia,0.1876,18.0,0.5976,True,0.0187,44.0,0.9088,True,True
nerve_c0,immune_microglia,APP,CD74,3.0042193,0.0,8.197523,1.2016228935908546,2.3961387406003665,0.013030828,0.96355975,0.0617150310709524,2.735676701634765e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c0,microglia,0.4029,19.0,0.5772,True,0.0187,44.0,0.9088,True,True
nerve_c7,immune_dendritic,APP,CD74,3.1128688,0.0,7.847582,1.1519592247460972,1.478864285615736,0.012474558,0.962786,0.1568691047183398,2.735676701634765e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c7,dendritic,0.1793,26.0,0.7072,True,0.0815,25.0,0.7859,True,True
immune_microglia,nerve_c19,APOE,ABCA1,2.9904094,0.0,8.152261,1.3400402284992077,2.8440586523581226,0.052221373,0.9634624,0.0096371093731313,3.14036322943915e-06,immune,nerve,immune-nerve,immune_to_nerve,nerve_c19,microglia,0.9467,4.0,0.054,False,0.0187,44.0,0.9088,True,False
nerve_c21,immune_dendritic,APP,CD74,3.0995536,0.0,7.728538,1.137202047816074,1.5564909884028149,0.012285328,0.96251124,0.164189429175688,3.14036322943915e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c21,dendritic,0.8488,6.0,0.1222,False,0.0815,25.0,0.7859,True,False
nerve_c1,immune_microglia,APP,CD74,2.9488113,0.0,7.763783,1.140211054295576,2.3417207919544047,0.012341351,0.9625932,0.0713611078684288,3.353165644322088e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c1,microglia,0.1983,17.0,0.5642,True,0.0187,44.0,0.9088,True,True
immune_microglia,nerve_c9,APOE,ABCA1,2.9004765,0.0,7.45449,1.2334820836606104,2.5365990240958864,0.047751624,0.9618544,0.0152840195976576,3.79968923651128e-06,immune,nerve,immune-nerve,immune_to_nerve,nerve_c9,microglia,0.8791,5.0,0.1446,False,0.0187,44.0,0.9088,True,False
malignant,nerve_c13,PTN,PTPRZ1,2.8857405,0.0,7.9789553,1.3671153657625883,2.918692740209753,0.17466162,0.9630823,0.0014737541910328,4.274102575551099e-06,tumor,nerve,nerve-tumor,tumor_to_nerve,nerve_c13,,0.9595,1.0,0.0572,False,,,,,False
nerve_c20,immune_microglia,APP,CD74,2.8909192,0.0,7.3105974,1.076050017705528,2.47554497902404,0.011620966,0.9614952,0.0501787311522617,4.776402059419829e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c20,microglia,0.3415,15.0,0.5197,True,0.0187,44.0,0.9088,True,True
malignant,nerve_c15,PTN,PTPRZ1,2.8772821,0.0,7.9401255,1.361127286391932,2.8580304156264833,0.17381163,0.96299547,0.0015032180203267,4.776402059419829e-06,tumor,nerve,nerve-tumor,tumor_to_nerve,nerve_c15,,0.9903,1.0,0.0149,False,,,,,False
nerve_c10,immune_dendritic,APP,CD74,3.0526648,0.0,7.3093324,1.0852345598161135,1.5697916370295264,0.011618955,0.961492,0.1947384850627397,5.038008281641635e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c10,dendritic,0.2572,14.0,0.5531,True,0.0815,25.0,0.7859,True,True
nerve_c5,immune_microglia,APP,CD74,2.879026,0.0,7.2174945,1.0628680954460106,2.2716590921417095,0.011472969,0.9612572,0.0952440490700156,5.864652703733857e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c5,microglia,0.226,19.0,0.6259,True,0.0187,44.0,0.9088,True,True
nerve_c5,immune_nk_cell,B2M,KLRD1,2.8618107,0.0,7.3230295,2.7194108218766773,1.4987602038310397,0.06071938,0.96152663,0.0041629915054243,5.864652703733857e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c5,nk_cell,0.226,19.0,0.6259,True,0.0794,26.0,0.7523,True,True
nerve_c20,immune_nk_cell,B2M,KLRD1,2.8565354,0.0,7.30266,2.7163125645786557,1.559814493838961,0.060550485,0.9614751,0.0042341513501569,6.154141626340456e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c20,nk_cell,0.3415,15.0,0.5197,True,0.0794,26.0,0.7523,True,True
nerve_c15,immune_microglia,APP,CD74,2.865441,0.0,7.111151,1.0478120921774157,2.0946590027705834,0.011303925,0.9609799,0.1601316186355826,6.450599464499713e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c15,microglia,0.9903,1.0,0.0149,False,0.0187,44.0,0.9088,True,False
nerve_c4,immune_microglia,APP,CD74,2.8650217,0.0,7.1078687,1.0473470973179493,2.239418327446264,0.011298708,0.96097124,0.1045195505309705,6.7540276956618955e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c4,microglia,0.1409,18.0,0.5987,True,0.0187,44.0,0.9088,True,True
nerve_neuron,immune_dendritic,APP,CD74,3.0222836,0.0,7.037711,1.0515617053913184,1.3498696966238477,0.011187185,0.9607848,0.2201358550187379,7.381790691014783e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_neuron,dendritic,0.4,10.0,0.5084,True,0.0815,25.0,0.7859,True,True
nerve_c9,immune_nk_cell,B2M,KLRD1,2.833898,0.0,7.215247,2.703016611997199,1.3852688718865116,0.059825696,0.96125144,0.0045741211316748,7.706125832955721e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c9,nk_cell,0.8791,5.0,0.1446,False,0.0794,26.0,0.7523,True,False
nerve_c6,immune_microglia,APP,CD74,2.835616,0.0,6.877678,1.0147555782910578,2.2838019687382416,0.010932795,0.96034914,0.0912195251592891,8.037428412559396e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c6,microglia,0.2107,18.0,0.6248,True,0.0187,44.0,0.9088,True,True
nerve_c7,immune_microglia,APP,CD74,2.8347945,0.0,6.871247,1.0138451747389297,2.193881360156781,0.010922571,0.9603313,0.1177856059733303,8.37570011325139e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c7,microglia,0.1793,26.0,0.7072,True,0.0187,44.0,0.9088,True,True
nerve_c21,immune_nk_cell,B2M,KLRD1,2.790987,0.0,7.049549,2.67781388602212,1.4907611564672416,0.0584518,0.96081644,0.0051424077492324,9.073144768695264e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c21,nk_cell,0.8488,6.0,0.1222,False,0.0794,26.0,0.7523,True,False
nerve_c13,immune_dendritic,APP,CD74,3.0018063,0.0,6.854635,1.02886624625019,1.3471213669654374,0.010896165,0.9602852,0.2367332140030924,9.073144768695264e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c13,dendritic,0.9595,1.0,0.0572,False,0.0815,25.0,0.7859,True,False
nerve_c21,immune_microglia,APP,CD74,2.8214793,0.0,6.7670135,0.9990879978089062,2.27150806294386,0.010756883,0.96003914,0.0955534990545828,9.798460753294562e-06,nerve,immune,immune-nerve,nerve_to_immune,nerve_c21,microglia,0.8488,6.0,0.1222,False,0.0187,44.0,0.9088,True,False
nerve_c5,immune_tam,SPP1,CD44,2.80915,0.0,6.679431,0.9126445336650488,0.5273825144824968,0.022041043,0.9597885,0.0432774260187414,1.0551643847009098e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c5,tam,0.226,19.0,0.6259,True,0.1165,25.0,0.7417,True,True
nerve_c17,immune_tam,SPP1,CD44,2.8019757,0.0,6.654919,0.9092289418715148,0.4360615546034405,0.021960158,0.9597175,0.0504454203709002,1.093868256386069e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c17,tam,0.6072,12.0,0.3472,False,0.1165,25.0,0.7417,True,False
nerve_c12,immune_nk_cell,B2M,KLRD1,2.749971,0.0,6.8911667,2.6537240866929053,1.3124537879073377,0.057138562,0.96038646,0.0058847960805243,1.1332689500342046e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c12,nk_cell,0.8072,7.0,0.2013,False,0.0794,26.0,0.7523,True,False
nerve_c17,immune_tam,APP,CD74,2.7472665,0.0,7.3908653,1.1526457342401466,0.9855445059812116,0.01174856,0.9616968,0.2573064191531699,1.17336621141791e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c17,tam,0.6072,12.0,0.3472,False,0.1165,25.0,0.7417,True,False
nerve_c0,immune_nk_cell,B2M,KLRD1,2.7420416,0.0,6.8605485,2.649067492839459,1.399300878072818,0.056884695,0.96030164,0.0060640276087743,1.2978368755676072e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c0,nk_cell,0.4029,19.0,0.5772,True,0.0794,26.0,0.7523,True,True
nerve_c10,immune_microglia,APP,CD74,2.7745905,0.0,6.3999624,0.947120509808946,2.2848087115705713,0.010173415,0.9589556,0.0902903472491844,1.2978368755676072e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c10,microglia,0.2572,14.0,0.5531,True,0.0187,44.0,0.9088,True,True
nerve_c9,immune_tam,APP,CD74,2.7418566,0.0,7.3568573,1.1466501211987556,1.0125368928494294,0.011694501,0.9616118,0.2453402848470403,1.3407201287955774e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c9,tam,0.8791,5.0,0.1446,False,0.1165,25.0,0.7417,True,False
nerve_c12,immune_tam,SPP1,CD44,2.741683,0.0,6.448925,0.8805170500315895,0.4195516857261765,0.02128041,0.9591053,0.0564731235005834,1.3842998122686884e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c12,tam,0.8072,7.0,0.2013,False,0.1165,25.0,0.7417,True,False
nerve_c12,immune_tam,APP,CD74,2.7348013,0.0,7.3125086,1.138830525053499,0.9950791685092656,0.011624004,0.96150005,0.2646984744871237,1.4285758984888206e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c12,tam,0.8072,7.0,0.2013,False,0.1165,25.0,0.7417,True,False
nerve_neuron,immune_microglia,APP,CD74,2.7442093,0.0,6.162134,0.9134476553841508,2.0648867711648924,0.009795362,0.95820385,0.1735601200020996,1.4285758984888206e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_neuron,microglia,0.4,10.0,0.5084,True,0.0187,44.0,0.9088,True,True
immune_tam,nerve_c2,TIMP1,CD63,2.7334247,0.0,7.391044,1.2835052504042974,2.033205196261341,0.04071287,0.9616973,0.0320452461470498,1.4735483599578569e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c2,tam,0.25,13.0,0.5666,True,0.1165,25.0,0.7417,True,True
immune_tam,nerve_c7,TIMP1,CD63,2.7110963,0.0,7.281653,1.266152678402612,2.0445587389762414,0.040110298,0.96142167,0.0338389689362403,1.565582022517999e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c7,tam,0.1793,26.0,0.7072,True,0.1165,25.0,0.7417,True,True
nerve_c13,immune_microglia,APP,CD74,2.723732,0.0,6.0018344,0.8907521962430224,2.0621384415064825,0.009540549,0.95767283,0.1753885466233989,1.61264344062918e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c13,microglia,0.9595,1.0,0.0572,False,0.0187,44.0,0.9088,True,False
nerve_c3,immune_dendritic,COPA,CD74,2.9058218,0.0,5.996495,1.2512482606855344,1.4466128330211951,0.0224745,0.9576548,0.0432774260187414,1.6604011239969532e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c3,dendritic,0.3912,13.0,0.4608,True,0.0815,25.0,0.7859,True,True
immune_microglia,nerve_c12,APOE,ABCA1,2.7088275,0.0,5.9675283,1.0064057503978374,2.2240318955994827,0.03822652,0.9575565,0.0414865177175471,1.8078511939488565e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c12,microglia,0.8072,7.0,0.2013,False,0.0187,44.0,0.9088,True,False
nerve_c2,immune_tam,SPP1,CD44,2.667838,0.0,6.196627,0.8453510525031699,0.337874676980106,0.020447867,0.9583155,0.0962553681598261,1.8583936592467727e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c2,tam,0.25,13.0,0.5666,True,0.1165,25.0,0.7417,True,True
nerve_c2,immune_tam,APP,CD74,2.6574664,0.0,6.8263817,1.053119042133476,0.9291123137534124,0.010851254,0.9602064,0.3357483805060731,2.0141973985760736e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c2,tam,0.25,13.0,0.5666,True,0.1165,25.0,0.7417,True,True
immune_microglia,nerve_c3,APOE,ABCA1,2.6917667,0.0,5.8351564,0.9861912948160804,2.402546530931327,0.037378572,0.9570983,0.0432774260187414,2.0675242058355383e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c3,microglia,0.3912,13.0,0.4608,True,0.0187,44.0,0.9088,True,True
nerve_c9,immune_tam,SPP1,CD44,2.6476176,0.0,6.1275425,0.8357218122940814,0.2673576880556907,0.020219902,0.95809096,0.1474197740718659,2.0675242058355383e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c9,tam,0.8791,5.0,0.1446,False,0.1165,25.0,0.7417,True,False
immune_microglia,nerve_c3,APOE,LRP2,2.6815262,0.0,5.7557015,3.0489755594527352,2.899795916919161,0.040726777,0.95681596,1.2730884456778432e-05,2.1762658461779045e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c3,microglia,0.3912,13.0,0.4608,True,0.0187,44.0,0.9088,True,True
nerve_c19,immune_tam,APP,CD74,2.6455698,0.0,6.751599,1.0399337643849924,1.0119289994066296,0.010732378,0.9599954,0.2463226018187206,2.1762658461779045e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c19,tam,0.9467,4.0,0.054,False,0.1165,25.0,0.7417,True,False
nerve_c17,immune_dendritic,COPA,CD74,2.870087,0.0,5.6770086,1.196612253931693,1.310405987662564,0.021277085,0.95653063,0.0432774260187414,2.3445976209254333e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c17,dendritic,0.6072,12.0,0.3472,False,0.0815,25.0,0.7859,True,False
nerve_c3,immune_tam,APP,CD74,2.629868,0.0,6.652898,1.0225298038017647,0.9279877715784736,0.010575484,0.9597117,0.3408643585409278,2.402100118242815e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c3,tam,0.3912,13.0,0.4608,True,0.1165,25.0,0.7417,True,True
immune_microglia,nerve_c19,APOE,LRP2,2.663127,0.0,5.612946,2.9814329481796396,2.9616522102382,0.039716654,0.95629406,2.8117397943577652e-05,2.5191922935428017e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c19,microglia,0.9467,4.0,0.054,False,0.0187,44.0,0.9088,True,False
nerve_c11,immune_tam,APP,CD74,2.6212091,0.0,6.5984664,1.0129330270904653,0.9769844571829214,0.010488959,0.9595525,0.2812677392326438,2.6390680019659292e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c11,tam,0.1876,18.0,0.5976,True,0.1165,25.0,0.7417,True,True
nerve_c0,immune_tam,APP,CD74,2.6186914,0.0,6.58264,1.0101427515929244,0.950246963483846,0.010463801,0.9595059,0.3118978879169257,2.7617266815610265e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c0,tam,0.4029,19.0,0.5772,True,0.1165,25.0,0.7417,True,True
nerve_c0,immune_tam,SPP1,CD44,2.6024213,0.0,5.9731264,0.8141998986907566,0.2595528196837011,0.019710353,0.95757556,0.1543230203248384,2.887167737475471e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c0,tam,0.4029,19.0,0.5772,True,0.1165,25.0,0.7417,True,True
immune_microglia,nerve_c15,APOE,LRP6,2.6457486,0.0,5.4781113,1.7599105402868354,2.5694424528921997,0.051372487,0.9557831,0.0104506966586985,3.080547048571871e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c15,microglia,0.9903,1.0,0.0149,False,0.0187,44.0,0.9088,True,False
malignant,immune_dendritic,APP,CD74,2.84707,0.0,5.471228,0.8573676030909763,1.436405256496112,0.005676846,0.95575655,0.4069164897766191,3.212943991238843e-05,tumor,immune,immune-tumor,tumor_to_immune,,dendritic,,,,,0.0815,25.0,0.7859,True,True
immune_microglia,nerve_c9,APOE,LRP2,2.6384969,0.0,5.421848,2.8910146433073507,2.7743089271516297,0.038364463,0.95556444,7.029477236172512e-05,3.416756132125423e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c9,microglia,0.8791,5.0,0.1446,False,0.0187,44.0,0.9088,True,False
nerve_c1,immune_tam,APP,CD74,2.5632834,0.0,6.234345,0.9487309122976456,0.8958290148378841,0.009910149,0.9584365,0.3836081412756236,3.416756132125423e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c1,tam,0.1983,17.0,0.5642,True,0.1165,25.0,0.7417,True,True
nerve_c9,immune_dendritic,COPA,CD74,2.838443,0.0,5.3940997,1.1482302379241818,1.2852613841913083,0.02021676,0.9554554,0.0432774260187414,3.5561080026261544e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c9,dendritic,0.8791,5.0,0.1446,False,0.0815,25.0,0.7859,True,False
nerve_c17,immune_nk_cell,B2M,KLRD1,2.5479405,0.0,6.111039,2.535065469320706,0.9398856071362184,0.050670084,0.9580368,0.0296832963976657,3.77035006665876e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c17,nk_cell,0.6072,12.0,0.3472,False,0.0794,26.0,0.7523,True,False
nerve_c5,immune_t_cell,SPP1,CD44,2.6271396,0.0,5.2561054,0.7215175698375197,0.3344171529752934,0.0173443,0.9549006,0.0980583352312767,4.065740987549364e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c5,t_cell,0.226,19.0,0.6259,True,0.0821,23.0,0.7277,True,True
nerve_c3,immune_microglia,COPA,CD74,2.6277475,0.0,5.2504573,1.1131342106783666,2.1616299075622405,0.019678397,0.9548775,0.0432774260187414,4.141326699850201e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c3,microglia,0.3912,13.0,0.4608,True,0.0187,44.0,0.9088,True,True
nerve_c22,immune_nk_cell,B2M,KLRD1,2.5157688,0.0,5.98681,2.5161698036022044,1.2380350471289865,0.04964003,0.957622,0.0124431841135864,4.217607549986073e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c22,nk_cell,0.2879,24.0,0.4767,True,0.0794,26.0,0.7523,True,True
nerve_c17,immune_t_cell,SPP1,CD44,2.619965,0.0,5.236817,0.7181019780439857,0.2430961930962371,0.01728065,0.9548214,0.1701193501709536,4.217607549986073e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c17,t_cell,0.6072,12.0,0.3472,False,0.0821,23.0,0.7277,True,False
nerve_c20,immune_tam,APP,CD74,2.5053914,0.0,5.8704357,0.8845698757075979,1.0296532019075193,0.009331676,0.95722187,0.3858539996904649,4.450619721836775e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c20,tam,0.3415,15.0,0.5197,True,0.1165,25.0,0.7417,True,True
nerve_c12,immune_t_cell,SPP1,CD44,2.5596726,0.0,5.074718,0.6893900862040603,0.226586324218973,0.01674575,0.95413834,0.1886880796286359,4.7710340870252586e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c12,t_cell,0.8072,7.0,0.2013,False,0.0821,23.0,0.7277,True,False
immune_microglia,nerve_c4,APOE,LRP2,2.5916977,0.0,5.0587425,2.719213052108234,2.824752709828199,0.035795163,0.9540693,0.0002553868170058,4.8528750416937134e-05,immune,nerve,immune-nerve,immune_to_nerve,nerve_c4,microglia,0.1409,18.0,0.5987,True,0.0187,44.0,0.9088,True,True
nerve_c5,immune_tam,APP,CD74,2.4934978,0.0,5.795674,0.8713879534480805,0.8257673150251887,0.009212835,0.9569587,0.4069164897766191,5.018641594589392e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c5,tam,0.226,19.0,0.6259,True,0.1165,25.0,0.7417,True,True
nerve_c17,immune_microglia,COPA,CD74,2.5920126,0.0,4.9707193,1.0584982039245252,2.0254230622036093,0.018629957,0.9536832,0.0476363406857477,5.1871864843843735e-05,nerve,immune,immune-nerve,nerve_to_immune,nerve_c17,microglia,0.6072,12.0,0.3472,False,0.0187,44.0,0.9088,True,False
