immune_leiden,sample_id,n_cells
29,JK163,9
29,LB3018T,23
29,LB3579T,77
29,LB3612T,11
29,LB3667T,19
29,LB3771T,4
29,LB3836T,50
29,LB3851T,4
29,LB3853T,17
29,LB3854T,19
29,LB3864T,71
29,LB3865T,31
29,LB3869T,9
29,LB3871T,8
29,LB3872T,7
29,LB3914T,48
29,LB3915T,11
29,LB3931T,12
29,LB3933T,58
29,LB3941T,3
29,LB3944T,10
29,LB3963T,24
29,LB4003T,10
29,LB4006T,2
29,LB4015T,1
29,LB4024T,3
29,LB4034T,19
29,LB4038T,1
29,LB4059T,43
29,LB4075T,15
29,LB4101T,42
29,LB4112T,6
29,LB4130T,9
29,LB4143T,10
29,LB4180T,1
29,MGH102,2
29,MGH105,8
29,MGH115,5
29,MGH124,11
29,MGH125,1
29,MGH126,1
29,ND1,3
29,ND2,54
29,ND3,1
29,ND4,13
29,ND7,18
29,ND8,2
29,P234_JAK,2
29,P294,66
29,P317,119
29,P322,8
29,Patient_1,11762
29,Patient_2,130
29,Patient_3,135
29,Patient_4,2280
29,R1,5
29,R2,40
29,R3,23
29,R4,57
29,R5,37
29,SF10022,1
29,SF11209,22
29,SF11232,9
29,SF11247,21
29,SF11644,6
29,SF11956,1
29,SM006,7
29,SM011,2
29,SM012,1
29,SM017,11
29,SM018,7
29,X154,13
29,X192,39
29,X194,20
29,ndGBM-01,9
29,ndGBM-02,331
29,ndGBM-03,1
29,ndGBM-04,7
29,ndGBM-05,11
29,ndGBM-06,1
29,ndGBM-07,11
29,ndGBM-08,11
29,ndGBM-09,26
29,ndGBM-10,1
29,rGBM-01,182
29,rGBM-02,141
29,rGBM-03,13
29,rGBM-04,22
29,rGBM-05,6
30,C3N-00662,17
30,C3N-03184,1
30,P317,13
31,ND5,13
31,Patient_2,1
32,3182,3
32,3282,2
32,3295,1
32,BT364,1
32,BT368,1
32,BT389,13
32,BT390,7
32,BT397,1
32,BT402,3
32,BT407,2
32,BT409,2
32,C3N-01816,9
32,C3N-02784,1
32,E39,1
32,G523,1
32,G910,1
32,G945,2
32,G946,14
32,G983,3
32,G1003,1
32,GSM4141788,1
32,GSM4141790,4
32,JK126,1
32,JK136,7
32,JK142,2
32,JK153,1
32,JK156,1
32,JK163,1
32,LB3579T,15
32,LB3612T,4
32,LB3667T,1
32,LB3836T,1
32,LB3851T,1
32,LB3853T,19
32,LB3854T,13
32,LB3864T,31
32,LB3865T,9
32,LB3871T,16
32,LB3872T,26
32,LB3914T,22
32,LB3915T,20
32,LB3931T,8
32,LB3933T,14
32,LB3941T,6
32,LB3944T,20
32,LB4006T,1
32,LB4024T,1
32,LB4034T,1
32,LB4059T,2
32,LB4101T,42
32,LB4112T,3
32,LB4117T,9
32,LB4130T,3
32,LB4143T,4
32,LB4180T,2
32,MGH102,2
32,MGH105,7
32,MGH118,4
32,ND2,3
32,ND4,3
32,ND7,9
32,ND8,2
32,P234_JAK,1
32,P317,1
32,Patient_2,3
32,Patient_3,1
32,Patient_4,11
32,R2,2
32,R3,2
32,R4,1
32,R5,3
32,SF11247,1
32,SF11644,5
32,SF11956,2
32,SM006,7
32,SM011,1
32,X194,2
32,ndGBM-01,20
32,ndGBM-02,6
32,ndGBM-03,4
32,ndGBM-04,32
32,ndGBM-08,12
32,ndGBM-09,11
32,ndGBM-10,7855
32,rGBM-01,8
32,rGBM-02,26
32,rGBM-03,3
32,rGBM-04,5
33,3182,7
33,3295,63
33,BT364,1
33,BT389,6
33,BT397,9
33,BT402,4
33,BT407,11
33,C3N-01798,38
33,C3N-01816,4
33,C3N-02181,5
33,C3N-02188,86
33,C3N-02783,35
33,C3N-02784,3
33,C3N-03184,4
33,C3N-03186,1
33,E10,2
33,E39,1
33,E100,3
33,G620,17
33,G910,6
33,G946,2
33,G967,16
33,G983,2
33,G1003,1
33,JK156,1
33,LB3018T,3
33,LB3612T,3
33,LB3667T,4
33,LB3771T,1
33,LB3851T,6
33,LB3853T,2
33,LB3854T,2
33,LB3864T,2
33,LB3865T,3
33,LB3871T,1
33,LB3872T,5
33,LB3914T,1
33,LB3944T,7
33,LB3963T,2
33,LB4003T,7
33,LB4006T,3
33,LB4015T,1
33,LB4034T,6
33,LB4059T,4
33,LB4075T,3
33,LB4101T,1
33,LB4112T,7
33,LB4117T,3
33,MGH118,1
33,ND4,5
33,ND5,2
33,ND6,1
33,ND7,59
33,ND8,9
33,P234_JAK,1
33,P294,2
33,P317,17
33,P322,1
33,Patient_1,10
33,Patient_2,13
33,Patient_3,14
33,Patient_4,59
33,R1,279
33,R2,195
33,R3,27
33,R4,388
33,R5,49
33,SF11232,3
33,SF11247,1
33,SM006,1
33,SM011,2
33,SM017,5
33,SM018,4
33,X154,3
33,X192,2
33,X194,43
33,ndGBM-01,25
33,ndGBM-02,27
33,ndGBM-03,4
33,ndGBM-04,1
33,ndGBM-05,3
33,ndGBM-07,159
33,ndGBM-08,2
33,ndGBM-09,111
33,rGBM-01,18
33,rGBM-02,173
33,rGBM-03,43
33,rGBM-04,6
33,rGBM-05,3
34,LB3579T,44
34,LB3612T,22
34,LB3771T,85
34,LB3836T,3
34,LB3851T,4
34,LB3853T,2
34,LB3854T,3
34,LB3864T,5
34,LB3865T,1
34,LB3872T,2
34,LB3915T,2
34,LB3963T,6298
34,LB4003T,61
34,LB4006T,2
34,LB4015T,65
34,LB4024T,37
34,LB4034T,30
34,LB4038T,1
34,LB4059T,1
34,LB4075T,17
34,LB4130T,2
34,LB4143T,1
34,Patient_1,1
34,Patient_2,2
34,Patient_4,1
35,LB3667T,2
35,LB4034T,1
35,MGH125,1
35,P234_JAK,922
35,P294,635
35,Patient_1,4
35,Patient_2,2
35,R2,1
35,X154,12
35,X192,12
35,ndGBM-05,1
35,ndGBM-08,2
35,ndGBM-09,3
36,3295,2
36,BT397,18
36,BT402,11
36,BT407,3
36,C3N-01798,7
36,C3N-02188,8
36,G620,26
36,G967,17
36,G983,1
36,LB3018T,1
36,LB3579T,2
36,LB3667T,14
36,LB3853T,3
36,LB3864T,6
36,LB3865T,3
36,LB3872T,11
36,LB3914T,5
36,LB3944T,1
36,LB4003T,2
36,LB4006T,1
36,LB4059T,3
36,LB4075T,1
36,LB4112T,2
36,LB4143T,17
36,ND7,2
36,ND8,22
36,P294,1
36,P317,6
36,Patient_1,2
36,Patient_2,1
36,Patient_3,21
36,Patient_4,2
36,R1,5
36,R2,32
36,R3,183
36,R4,415
36,R5,155
36,SM012,2
36,rGBM-01,33
36,rGBM-02,1
36,rGBM-04,3
37,3295,1
37,BT364,1
37,BT389,1
37,BT397,2
37,C3N-02181,328
37,C3N-03184,2
37,G910,1
37,G946,1
37,LB3018T,2
37,LB3579T,12
37,LB3612T,5
37,LB3667T,1
37,LB3836T,2
37,LB3851T,1
37,LB3853T,1
37,LB3854T,2
37,LB3864T,1
37,LB3871T,3
37,LB3931T,3
37,LB3933T,2
37,LB4006T,1
37,LB4034T,31
37,LB4059T,6
37,LB4075T,4
37,LB4101T,1
37,LB4112T,3
37,LB4117T,2
37,LB4130T,1
37,LB4180T,1
37,ND7,1
37,P234_JAK,1
37,P294,1
37,P317,4
37,Patient_1,44
37,Patient_2,114
37,Patient_3,323
37,Patient_4,4075
37,R1,1
37,R2,1
37,R5,10
37,SM012,1
37,SM017,1
37,ndGBM-01,1
37,ndGBM-02,5
37,ndGBM-03,1
37,ndGBM-05,1
37,ndGBM-07,3
37,ndGBM-08,2
37,ndGBM-09,37
37,rGBM-02,167
38,BT364,1
38,BT368,1
38,BT389,1
38,BT397,5
38,C3N-02769,1
38,E100,1
38,G967,1
38,GSM4141789,70
38,LB3579T,1
38,LB3864T,2
38,LB3869T,3
38,LB3871T,1
38,LB3914T,11
38,LB3944T,1
38,LB4003T,6
38,LB4075T,5
38,LB4180T,1
38,MGH102,1
38,MGH114,24
38,MGH124,1
38,ND5,1
38,ND8,7
38,R1,54
38,R2,1
38,R3,29
38,R4,13
38,R5,68
38,SM017,2
38,X194,4
38,ndGBM-02,5
38,ndGBM-04,3
38,ndGBM-07,201
38,ndGBM-09,5
38,rGBM-01,3
38,rGBM-02,86
38,rGBM-05,3
